,review_id,user_id,business_id,stars,useful,funny,cool,text,date,pc1,pc2,pc3
10,ViajE3hFPdCK6ieldYlUPg,w_qz88LDriUYnQlV6ug0ig,IT4giLaBtYHSA9nh5FmDwQ,5.0,0,0,0,I was very happy with the powder dip here done by Yen. She has been in Tucson a long time. She was very professional and careful. The place was peaceful which I like. I haven't found any places near where I live that I like so I decided to look in this area near Encantada mall. I plan to return there.,2018-07-18 02:22:43,-0.6650105,0.65354156,0.8801232
11,jqUwbCTzUyXG3ndMbwjBJQ,EEIGWmB_gCdaoc4Mxit4pA,DuPRwh_pNsp4LkbICuF3Ig,5.0,0,0,0,"Anand, the general manager, runs a great hotel. He even picked us up in the shuttle at the airport. They have great live music in the lobby/bar area most nights. Convenient shuttle to many places, helpful staff, quality food and good value.",2015-10-26 03:31:53,-0.83966464,1.2449394,-0.10881588
12,bWNQ5U_aIBEugUewmgUIIg,mLlFqruFkMdYnFevE9lWWg,8AKqLWMjkvzZ0TMakov2xg,1.0,2,0,0,"Unbelievable! Some sports bar, $5 cover charge, got wanded for guns and they didn't have any sports on. They had a video looping of Mexican music. Maybe I went at the wrong time or it has vastly changed.

Bartenders were cute and friendly",2015-01-18 18:21:53,-0.7706824,-0.13207814,-1.427834
13,9LR9E99djYKy5Iuc_Ts5Rg,hep70TdAjQw0Chj17RFQ6w,V8H6z5ulGJEkaFUyRfmLKw,3.0,0,0,0,"Decent food, terrible service. Our party of four was seated and still didn't have drinks by the time the next table had their salads...and they came in 10 mins after us. The waitress forgot to put on our orders and we waited an hour and a half to get our food. Which was mediocre.",2018-02-13 23:53:12,0.5834656,-1.3539358,-1.5156231
14,ISSp9rsaJLEzkaJ-ZeIITQ,ex3s1obrr7011glqoVfWAg,ADgeB1sfOGbzCR3LIi-4lg,4.0,1,0,0,"It's hard to find Cafe Reconcile with its doors open, since it is only open for lunch on weekdays, but this innovative program/restaurant is worth a trip into Central City, my favorite New Orleans neighborhood.  Central City has a rich and fascinating civil rights history.  During segregation, Oretha Castle Haley Blvd, the main drag where Cafe Reconcile is located, was the Canal Street of black New Orleans.  Now, OC Haley is making a come back.  Cafe Reconcile is leading the charge.  Delicious Southern cooking, I love the collard greens and fried chicken, and a program to get vulnerable youth off the streets.  Youth in New Orleans, and especially Central City, have had it rough since Katrina.  Violence is at an all time high and there are very few options for jobs as these kids look at a bleak future.  Cafe Reconcile is creates an alternative community, another family, for kids.  So, tip big.  Stop by Ashe Cultural Arts Center, across the street, when you are in the area.",2008-12-04 18:13:28,-0.3808887,0.9441576,-0.90837854
15,oRNiZwdOjTZzZtOKPpzmlQ,Z3SbFPFN9dUkXNr5xRy4gA,7yPzOek7Af2dKWGYKpcHWA,5.0,5,4,3,"If I ever for any reason find myself on death row, I will go out smiling after picking Khmer for my last meal. This place deserves a SOLID five star review. The food is spectacular. I had never tried Cambodian food but found the spice blends to be EXTREMELY agreeable and complimentary to the meats and veggies they were cooked with. Get the meatballs. Wrap them in lettuce and dip them in the spicy sweet sauce. Get the caramelized pork in coconut. Get the 4 mushroom lemon grass pork in the banana leaf. The only reason I would NOT reorder these items is to try the rest of the menu. I want everything. Byob (though we didn't last night, couldn't find a liquor store) is a nice option, and the family that owns Khmer is SO accommodating and cool. I expected Khmer to be sort of a hole in the wall, due to the lack of any Yelp interior pictures, but I actually found it to be very cute. I caaaaan't wait to go back. Also, for anyone deducting stars due to wait times, wouldn't you rather your food be cooked to order than sitting on some cart all day? I actually liked hanging out there and having brief exchanges with the other diners and the owner. My food was $9. The best I've ever had.",2013-01-31 17:07:58,0.8703145,-0.652919,1.077584
16,IcHWLNGN04_wfpcQ8PrL1Q,QLjx1PM-alNzgMFw64SFVw,sV22U6poI2ru77UXDhH8kg,5.0,2,0,0,"My husband & daughter wanted to escape from the smoky casinos so we decided to take a trip to The Summit.  

To my surprise, this outdoor mall was amazing. I walked away with 3 things for less than $34 dollars all together. I found a great pair of Jessica Simpson heels for $16.00 @ Dillards, a pair of heels @ Charlotte Russe for $5.00 & a jacket @ Old Navy for $12.00. I find that the better selection of clothes in the clearance section always equals a great find! We'd definitely go there again the next time we're in town.",2009-10-28 21:33:05,-1.2657241,0.22481443,0.087615244
17,4ILwKqGGmrocrCPchQKhig,wnfNh3j_AptGKLMcaAFd8g,9gObo5ltOMo6UgsaXaHPWA,1.0,3,0,0,Our dinner experience last night was mediocre at best.  The menu options including the wine menu were very limited for what seemingly should have been a great fine dining experience.  I ordered the 28 day aged ribeye.   It was extraordinarily salty....so much so that I had to stop eating it.  The waiters description of the potatoes accompanying the ribeye sounded very good.....layered potatoes and short ribs.  When it arrived it was a thinly sliced baked potato with a whole short rib on the plate next to the short rib.   Presentation of the dish was lackluster.   My bone in rib eye was cut from the bone and stacked in two pieces end on end. My wife ordered off the restaurant week menu....reasonably priced for 3 courses.  However her 3 courses were all disappointing.  The soup seemed dull and thrown together.  The main cod fish entree was ok.  The desert - a vanilla cake - was so hard and tasteless it could have been used as a hockey puck.  Overall this was a $400 waste of money.   My advice - go for a drink at the overpriced bar - enjoy the view and go eat dinner somewhere else.,2017-01-29 11:25:09,0.79881394,-1.4897814,-0.47101974
18,RrQrBmPAtqJ-GbzrGAr2fw,4xpo1s-gb9SeJg4ppSzobA,9fNy_ulPeK74-a7Dnyg6xw,4.0,0,0,1,You must check out the Gyros they are Great! There is a lot of Meat and if you are a Meat head like me! You will really appreciate that! Check this spot out for great Chicago style food!,2013-01-29 05:34:24,1.640671,1.4457163,0.6828737
19,dPaifQrxjn-MZwiv5g2CJA,3YzFnR8D6EyasHFVL1LhyA,oaboaRBUgGjbo2kfUIKDLQ,4.0,0,0,0,"A great place on Broadway to get your ice cream fix, either before and / or after enjoying any other downtown entertainment venues.",2015-01-22 19:28:06,-0.22983845,1.8262316,-0.38492116
20,qXTOuLpWf1w127lbpNCFuw,0db-3fIFvlQLkKpcwA0HdQ,J-ciDDEdIHMcChGIyKZnOg,5.0,0,0,0,"Friendly bakers and very cute treats! I would be in big trouble if I lived here  their treats are priced well and if you have questions, they're more than happy to explain the ingredients. 

We ordered: citrus bar (GF) and everything croissant. 

Everything croissant was just perfect! A little bit of crunch on exterior but soft on the inside with delicious cream cheese 

Citrus bar was light and refreshing for a dessert bar.",2018-09-15 14:41:25,0.37150803,-0.15764557,0.50258905
21,MQ-cAEGaff6QIxr6kfQx-A,rRTiErFDV7nLTT9nzI4luA,k4gi0CDSas1glukpWHtoFg,3.0,0,0,0,"I agree with the other reviewers, that the service was really good.
However, the food was only good, not great.
 I had the Gyro..they have no idea how to make tzatziki sauce, which really makes a Gyro
My husband had the Grouper sandwich and he liked it
Our server was Jerica very nice, but never asked if I wanted another beer.  It would have made her tip larger, and I sat there for sometime with an empty glass.",2015-10-08 23:51:39,0.18631384,-0.727369,0.24612898
22,Sgjx8-QV1FMiXUhdxAu-dA,rvrQra7skIE0v-eHt2tXdg,nJ4RKwRgkGiD4fE0QAg5mg,4.0,1,0,0,"Soild beer selection and they have natural lite on tap if you are feeling nostalgic for your college days: I will warn you that it turns into a college bar after 10pm on the weekends 

The food is typical bar affair but it's decent .nothing  that's going to blow you away 

The staff is friendly and pretty quick on getting you drinks and food out. ( only sat at the bar )",2015-10-11 22:53:15,-0.35591602,0.21046852,-1.173171
23,pkUMPMoSXdO5b-Or71-4wQ,1z0MJ8vrZAYTJ50doKeH9Q,EneM1oBFxncaR1nQCD3gYA,5.0,0,0,0,"I got my first Brazilian wax here and now I will not go anywhere else. Jenne is so professional, kind, and personable. She made me feel comfortable and we chatted the whole time. She was very thorough and did a fantastic job. I prefer the blue wax they use here over other kinds of waxes- it leaves my skin feeling a lot better afterwards. Also, the wax was not over-priced at all! Especially with how great of a job Jenne does! This place is becoming very popular (and rightfully so!), so you need to make an appointment at least a week in advance. Love this place!",2014-08-03 13:33:00,-1.282941,0.29239383,0.9292069
24,dgiMJdnO2_1zRyjNhpu9vQ,Dfdgl9k8pc5IXNwBY6ZWjA,jMZ56S8Y1t7cA1Ob-d-qeA,5.0,0,0,0,"You must try the stuffed figs. And mussels, fries, and olives. And ice cream. And music. And, and, and...",2016-10-16 00:52:29,1.4363978,0.33608437,1.3161772
25,I_2HSp8EY5D9sElFaLOFjw,Xc3hFjEY3fsqx_QX1O1DzQ,KxrXqdsgT7lcghhNk00z6w,4.0,0,0,0,Friendly staff and excellent service.  The food is consistently prepared and served quickly.  On our list of regular visits.,2011-07-06 23:39:26,0.8932957,0.9142147,0.58561176
26,cNxdKPynDAaSJuKjQdF3Pw,PCIbE-LAWZLVeSdSO3CYMQ,cz0sBSp8G2R2dqE6cccbuw,3.0,1,1,1,"Once a year or so I declare war on my arteries and indulge that part of my brain that wants to kill me slowly and deliciously via cheesesteak. Since it is a once a year sort of treat for me, I am very much not an expert on cheesesteak, so you can take my opinions witha grain of salt.

That said, yum!

Had one ""wiz wit"" as they say in these here parts and enjoyed it tremendously. The prices were reasonable, the place was clean, and service was pleasant although not super fast.

Two downsides, one that is their fault, one that is mine:
1. The fries were gross and tasted more like oil than potato.
2. I took my meal to eat in my parked car. It was nighttime and I was wearing thick clothing, so I didn't notice until it was time to exit my vehicle that I had accumulated a lake of cheese wiz in my lap. That ended all plans that I had for the rest of the evening, although it is probably for the best because I smelled too much like steaky onions afterwards for going out in public.

So, all in all, I give the steaks 4 stars (probably the highest I could give to any cheesesteak joint), but I need to subtract one for the gross french fries.",2010-01-25 15:23:56,-0.28145406,-1.0445932,0.14755629
27,CQ3UEU7o7I92Zy3pIfKxRA,Gy2w0D__8Bz6hjcFs_LnSA,m5-FtgWRd4qA7j0vaOXiXQ,5.0,3,0,0,"Went here last Friday night and had a chance to listen to some Jazz masters. We were fortunate enough to listen to the Leroy Jones band. The whole experience was quite amazing! I haven't been to any other Jazz places in NOLA so can't really compare. IMO, this place is as authentic as it can get.

Note: There are no restrooms here so make sure you go before the show starts.
They start at 9pm and end at 11pm. If you enter at 9, you can stay until 11 or leave after the first set i.e. at 10.

Finding the place: It can be hard to spot, especially when it's dark and the nearby bright neon lights are ON. The sign is really small and easy to miss. It's located on the West side of St. Peter when facing North towards Bourbon St.",2012-08-20 15:22:41,-1.0850897,0.4313358,-0.5002057
28,efclSJ9tH_PIb5CEd4RKeQ,YftKeBGd7sZNNqQaC5JK2g,V8z69Lh4uQGMCBtzpkIQGQ,3.0,0,0,0,"I went to open mic this past Sunday with friends, and had an interesting time. It really wasn't that full. My guess is that most people don't know about this venue. There were like six performers which were allowed 15 minutes a piece on stage. They have a kitchen too that serves a variety of sandwiches and quesadillas. Also, this place is BYOB but charges two dollars for each drinker.",2017-02-22 07:10:02,-0.43007955,-0.0019222177,-1.0737824
29,n3NczzrveL6h_I3b3aSfYw,fDO4-VooBXHe3f2_DqY3MA,V9XlikTxq0My4gE8LULsjw,1.0,0,0,0,"Wow let's start at the top. Walk in to put name down. I can see it's a wait. Get zero eye contact from the hostess with 4 other younger girls doing all the work I ask to put my name down. And was told it's 35 minutes. We wait and Get seated and order drinks. Get 1/2 of the drinks (water) waited 15 minutes for the milk and lemonade. Order right away. Took over 45 minutes for that to come out. Cold,soggy, waited to get refill of water and asked 2 times before my wife asked again. Then brings the water with old food stuck to the inside off the glass. Just about turns my stomach. Rethink going here.",2017-05-14 02:32:35,-1.0914259,-0.82174087,-0.96734774
30,kFnVYL_nHH1tH-TGxFz2sg,REFGsoLynoBWxdTEJeXYfw,x8GM0uhLh90Vhbvn4WZVdQ,4.0,1,0,0,"Us and a bunch of friends went here New Year's Eve for dinner. We did this last year and had so much fun that we thought we would do it again this year. Unfortunately, the experience wasn't as enjoyable this go around. We come here a few times throughout the year and we know that service here is slow and that dinner can easily take upwards of three hours. This is normally OK as we are out with friends talking, laughing, and generally having a good time. On this occasion, the service was painfully slow. We arrived at 6pm and by 10pm, we still were not served our dinners. It wound up being close to 10:45 when we got our meals. Many of us had babysitters that we told we would be home around 9pm. Two of our friends had to leave before they even got their entrees while the rest of us ended up scarfing down our entree as we needed to get home. While I can accept a certain level of slow service, this was just ridiculous. Given that I'm sure everyone there had reservations, you would have had to have known how many people were going to be there and you need to adjust accordingly. The problem is there is just one person doing all of the cooking and when the place is packed (which it was), you need to know when to call in help. The waitress was very apologetic, but in the end, it was a disappointing evening.",2013-01-27 22:30:53,0.07343624,-0.2263554,-1.478536
31,yp2DvbEdrTKzI91pZ1bizw,Nm77w361Xuz942hqXIOQgw,Dv6RfXLYe1atjgz3Xf4GGw,4.0,1,0,0,"This was my first visit and certainly won't be my last. I had the groothie which was very good, sweet potato fries and buffalo bella. The sweet potato fries were so good I began eating them on the way back to work and never got to dip them in the cilantro black bean dip! The buffalo bella was very tasty. I really liked the taste of the tomato and buffalo sauce.. everything was delicious. I can't wait to go back and try the philly steak. Ive been on a vegan diet for the past 2 weeks and am always eager to try new things.",2012-10-12 16:10:37,0.66691166,-0.63788325,0.72004175
32,dIrnN8UBRubrL1Oaw4rq8g,9sb7AMURA481NLkqwep0GA,IGCOAAkyHLksdnvyWhmqYw,2.0,2,0,0,"Food: Terrible. We ordered the sashimi combo and the pieces were smaller than the size of a pinky. Everything is overpriced and when the sushi is falling apart you know there's something wrong here. Not surprisingly, the soup were served in small, cheap portions and the greens in our bentos were less that a forkful. 

Service: Very friendly and helpful. A couple beside us broke a glass and they cleaned it up with smiles on their faces. Good for them! 

Atmosphere: Professional, high class setting with casual shoppers coming in and out since it's the WEM we are speaking of!

Overall: Never coming here again.",2015-05-13 05:20:19,0.43139246,-1.0917481,-0.13351984
33,iuFjc7jD3rPd_ajbnwesxw,fQY8U5robgXLUW1OMkt95A,SZU9c8V2GuREDN5KgyHFJw,5.0,0,0,0,"A long wait but worth it. The clam chowder was the best I've had in years! My kids enjoyed watching them prep the crab, lobsters- I am surprised they still ate the crab seeing that it was crawling around just minutes beforehand! Will return just for the clam chowder!!!",2009-08-08 17:25:37,0.10518365,-0.84026825,1.1685011
34,PxeCAoT0xsSQtSyN9GqfDw,njS3NR-6icIuJmEacd7n9w,3OGzmGqWwsyGLkhnxrA9Pw,1.0,0,0,0,"I ordered a GLUTEN FREE pizza for my mom. Within minute of finishing the pizza she was in so much pain she couldn't stand up straight. Needless to
Say that's the last time we will ever be ordering from them again!",2015-03-20 23:59:14,-0.22867812,-1.6255305,-0.0070349756
35,MSNkr5dssiG2sP7wOkh7WQ,Owgz62rjpk-LH_I_ALK4qw,-gZPRSuaHJG7PYHAGFmqdQ,5.0,0,0,0,Found a favorite sashimi place. The all day happy hours are fantastic. 2 for 1 hot saki can't be beat. The place has a nice atmosphere and I love the neighborhood feel. Service was prompt and attentive. We will most definitely return.,2017-06-09 01:38:49,0.040322073,1.4237179,-0.09209283
36,FsQT6fzWEkVktntCaaYQzQ,NSUAKZmFyt3eA8bhkDYOsA,5AOkxsg6UJQ_CoJTMBDUmQ,3.0,3,0,0,"Lunch reservations for 1:30p. Tables not ready until 2:15p and our party of 14 scattered across the restaurant. Wamp.

UPDATE (10/18/14):
After all were reseated and arranged, I was overall satisfied at the creativity displayed by the management to accommodate our party of twelve adults and two babies. My wife missed out on the meal she ordered, but we walked out with all limbs in tact and heart beating, so I cannot complain too much. Bumped to three stars.",2014-10-12 19:03:44,0.005185404,-0.70684355,-1.0481309
37,x4N2120BTC5y4XFzP85uRQ,Z-MfZrIWVhf37nQ4P2YzSQ,GBTPC53ZrG1ZBY3DT8Mbcw,3.0,0,0,0,"Menu looked interesting so decided to go for lunch. Service prompt and friendly. Ordered seafood gumbo, was excellent. Also had fried oyster salad. Oysters over fried, hard and crunchy with too many chunks of smoked bacon in the salad. Person next to me also had ordered the same salad, oysters were not over fried. Portion size good.",2016-04-13 19:16:25,0.865186,-0.88151264,0.030902714
38,j2VhFGL2qpGAlqQSz87Jjg,P6-XSopwCykK1s243PKBTA,vN6v8m4DO45Z4pp8yxxF_w,5.0,0,0,0,This place was a real surprise. The hostess at the door was very upbeat asking everyone to give a stars name for your place in line. A great way to break up the wait that was well worth it for the food. The food was very thought out and flavorful. The pickles that are made in house are the best I have ever had.,2018-07-26 18:52:27,0.33618236,0.19643322,-0.28656793
39,SEuQsBSzDw8R26gd8hn8NA,t5wdba8cU7G5RTlarr50MA,ngvE1G9IckUO-ljZBFo23w,5.0,0,0,0,Great Indian food for a decent price. Located right down town so makes a great lunch spot.,2018-02-04 18:16:33,2.2373018,2.074444,0.63625914
40,3sVfSuoZIoPVMisD6MPZ0g,VdumuS7u19QTzIF5JCplzQ,oThWInL6gUCt2d98fSIAfA,5.0,0,0,0,Very well done.  Food was pretty good.  Better variety than expected.     Service was much better than anticipated .   Try it when you are near,2017-02-25 01:05:45,0.69100136,-0.2380453,-0.07729396
41,cH3NoTiSPj4orZFNYSrKvQ,DQIlXyVA1A0t7TEukYrAOA,JvawJ9bSr22xn4R9oLvl_w,4.0,0,0,0,"Went here and was immediately welcomed In and offered coffee. Very nice service from the servers. I ordered some benigets, about five dollars, and they were fresh and delicious. Very nice atmosphere as well, a a wonderful location too. Would recommend this place for any early morning breakfast.",2013-10-03 22:11:49,1.2467442,0.7581686,-0.56818163
42,jfB8uWNFAQ5gNqYQFpK2jA,tQ778H9Xq_BQjqRQ9SPIvQ,D5Oj2J03gwy6flkMZM79Aw,5.0,0,0,0,"We used Santa Barbara Airbus for our wedding guests to go to and from the Hampton Inn Hotel in Buellton to the 1880 Union Hotel in Los Alamos.  Everything was perfect.  Santa Barbara Airbus was on time, easy to work with, the bus was very clean and perfect, and everyone just loved the convenience of them. We worked with Kirk to reserve and confirm the details.  He is absolutely amazing.  He was so great to work with, knowledgeable, and his customer services skills are on a whole other level.  He helped make a very stressful time so much more easier.  He helped us work out the details of what we most fit our needs for the day.  We highly recommend Santa Barbara Airbus and Kirk for any of those seeking transportation for any event and we most definitely will use them again!",2018-02-15 21:17:41,-1.1881891,0.024500664,-0.14973427
43,ZzRbERO7F2bSwjcp-JBMuA,edGXCE1dgdnHga_zrxSXeA,O6hY9yenifuRXrpc4TfgsQ,3.0,0,0,0,"Food was good. Very different atmosphere. I think the prices vs. Portion is a bit off. Great staff and great flavors. Small menu, but the dishes are great. Duck fries are yummy, but a bit heavy. It's BYOB which is kinda fun. It's very small so call ahead.",2015-11-08 04:45:06,1.0706174,-0.681002,0.1739733
44,2NlXDEysxDs1lB2yxu7I1A,WbX7QYBFsMdwiTSuUptkZw,Q-prSTdggNlxAEFV88BZOw,4.0,0,0,0,Went here on a Friday night around 6:00. Walked in and it was busy but got a table for two right away. Tables are close together but      its fine and I don't mind an intimate atmosphere. Server was attentive and nice considering my dinner companion was running late. I had a glass of Malbec first and it was smooth and delicious. I ordered the red beets and feta while I exited and the beets alone were good but combined with the feta is what made it a winner. The tastes complemented each other. All in all I had three more glasses of wine and two of their bruschettas  which were very flavorful. The bean and asparagus salad was great. We had a great dinner and will be back!,2016-02-29 00:39:04,0.16909295,-0.72143084,-0.62929535
45,OWmGihw6Rp8zxUPq_OReOg,Qf8PRDKe_Y-a4C7Hs8we0w,CyPXXOJf3qIsrS4Sbr0LTQ,5.0,0,0,0,"Dr. Gibbs an all the staff at Terrace Oaks Dental are amazing. Everyone is kind, patient and treats you with respect. They always answer my questions before I even ask. Never feel like they are in a rush to take my money and move me along; they take the time to make sure I understand. They don't make me feel dumb or terrible about my dental situation, something previous dental offices have done which discouraged me from getting the treatment I needed. Terrace Oaks Dental is the opposite of every bad thing you fear about the dental office. I feel very fortunate that I found this office and am excited that I can finally improve my dental health because of the great service I receive from Terrace Oaks.",2018-04-05 01:00:44,-2.3198547,0.029238993,0.6068717
46,I3QRFFw0w4JDfl9f4rYpQw,bLNS2BFfa9PTxCbT5jJztA,LnZvGYbqozanOSevcftnrw,5.0,2,0,2,"My sister and I were visiting Philly and two different friends (one pescatarian and the other vegan) recommended us to go to HipCityVeg. Now you have to realize my sister and I eat everything, and we have yet to taste vegan substitutes that can completely imitate meat. That being said, knowing that the ziggy burger was not real meat, we could tell the difference, but out of all the vegan places we have tried, this place really gives you a run for your money. Also the sweet potato fries were delicious! The jerk chicken in our salad was just average, but the jicama was such a good move that I would consider getting it again. Given another chance to visit, I would like to try some of their beverages",2016-05-09 13:13:28,-0.009849278,-0.6463116,0.5259711
47,rIUTZ4hrey-i361tz-btGA,4dDSWTo32iKpapR8YCmAmQ,ySSOZ_fz7wMhfjhWKzdR-w,5.0,0,0,0,"The service was really good, our food was served quick and fresh. My kids loved the kids burgers, and I loved the sweet potato fries. This place was clean and friendly, I would definitely recommend to try this place out.",2016-01-19 05:24:17,1.2404932,0.6479797,0.19479719
48,Z7B4hkD9tMR89NCFcrS8lQ,y_LS2MZJB7J9fUfRtEkV_w,6CsLAjWXFlLpErBZEmGQ5g,4.0,0,0,0,"My girlfriend and I went to eat here she was there a few times. Small friendly in the neighborhood to locals. For it's size they were busy with takeout dining in. The staff friendly authentic Indonesian food. Spicy dishes tasty new for me but liked it all great prices would recommend if you can find it lol, parking is tough but worth it. Enjoy.....don't take credit cards bring cash.",2015-05-30 23:03:15,0.099831745,0.5050812,-0.095034026
49,0YfLYJSYzMLrDWycpjthPg,S9vtNMvKK3B8V6dWaiS0Mg,bmz4siaejdjs4_yS_mYW4A,2.0,2,0,0,"Sorry, no.
Have visited twice, and those visits were months apart.

Trip #1 had fried ravioli app that was quite good and pasta with shrimp that was not.  Way, way garlic heavy and runny, runny sauce.  Hubby had an average burger.  We both remembered it being loud, but we thought maybe still worth a second trip.

Trip #2 they first tried to seat us right in front of the guitar player.  Asked to move upstairs, and still way loud.  Ordered the same fried ravioli app - way overcooked and disappointing.  This time I ordered the Shepherd's Pie, marked as one of their specialties and they are all a pub after all.  Wrong.  Big mistake.  Horrible.  Their Shepherd's Pie is a base of browned meat with something red speckled in (maybe pimentos?), with a huge slab or potatoes that were not creamy, not hot, and not flavorful.  And a HUGE slab.  Beside that there was obviously microwaved broccoli still way chunky and microwaved baby carrots... both absolutely plain except for a brown canned gravy poured over everything.  Gross.  I ate like three bites and lost my appetite and shoved aside.  When the waitress asked if I wanted a box and I said no.... you'd think she'd inquire, right?  No, she did not.

Hubby had a burger that was good, but in his words Five Guys a few storefronts up is better.  His steak fries were also good.

We don't drink beer, and this is clearly a sports and beer lovers place.  We tried, twice, and are done.  No, thank you.",2016-11-12 02:45:53,0.17592444,-1.3055612,-0.47052497
50,Q5PxZrfGO2O5D57Ie7DoUA,U7JinPjZhXocl8FL_5cJ0A,GUMVStVaJfWmCIpQA4TtHg,3.0,1,0,0,Presentation was nice...taste was mediocre...servers had no clue which roll was what...makes you wonder....,2014-03-15 00:19:54,0.8750915,-1.7385643,0.070320636
